Date,Open,High,Low,Close,Adj Close,Volume
2017-01-03,2237.080078125,2293.989990234375,2237.080078125,2285.429931640625,2285.429931640625,0
2017-01-04,2284.610107421875,2284.610107421875,2251.75,2263.89990234375,2263.89990234375,0
2017-01-05,2265.719970703125,2270.93994140625,2213.449951171875,2220.35009765625,2220.35009765625,0
2017-01-06,2221.360107421875,2230.409912109375,2195.43994140625,2213.929931640625,2213.929931640625,0
2017-01-09,2217.739990234375,2227.8798828125,2201.60009765625,2211.25,2211.25,0
2017-01-10,2209.530029296875,2237.8798828125,2205.8701171875,2237.489990234375,2237.489990234375,0
2017-01-11,2233.6201171875,2239.8701171875,2211.159912109375,2218.610107421875,2218.610107421875,0
2017-01-12,2224.02001953125,2228.550048828125,2205.550048828125,2212.0,2212.0,0
2017-01-13,2214.239990234375,2217.469970703125,2173.389892578125,2195.18994140625,2195.18994140625,0
2017-01-16,2195.669921875,2202.389892578125,2180.780029296875,2189.070068359375,2189.070068359375,0
2017-01-17,2189.949951171875,2195.360107421875,2167.8798828125,2178.72998046875,2178.72998046875,0
2017-01-18,2180.639892578125,2190.0,2165.320068359375,2170.090087890625,2170.090087890625,0
2017-01-19,2171.449951171875,2178.219970703125,2151.429931640625,2162.25,2162.25,0
2017-01-20,2162.7099609375,2165.8798828125,2147.18994140625,2159.9599609375,2159.9599609375,0
2017-01-23,2160.1298828125,2160.1298828125,2136.35009765625,2146.090087890625,2146.090087890625,0
2017-01-24,2147.510009765625,2174.590087890625,2147.510009765625,2174.590087890625,2174.590087890625,0
2017-01-25,2175.39990234375,2178.919921875,2163.550048828125,2176.0,2176.0,0
2017-01-26,2179.340087890625,2230.77001953125,2179.340087890625,2229.199951171875,2229.199951171875,0
2017-01-27,2226.8701171875,2266.050048828125,2219.669921875,2266.050048828125,2266.050048828125,0
2017-01-30,2263.6298828125,2263.6298828125,2231.39990234375,2234.139892578125,2234.139892578125,0
2017-01-31,2233.659912109375,2240.570068359375,2215.7900390625,2217.389892578125,2217.389892578125,0
2017-02-01,2219.18994140625,2231.679931640625,2214.0,2231.679931640625,2231.679931640625,0
2017-02-02,2231.659912109375,2236.800048828125,2210.139892578125,2217.56005859375,2217.56005859375,0
2017-02-03,2219.489990234375,2228.050048828125,2213.219970703125,2226.610107421875,2226.610107421875,0
2017-02-06,2228.85009765625,2230.860107421875,2202.199951171875,2210.510009765625,2210.510009765625,0
2017-02-07,2210.8701171875,2218.77001953125,2201.219970703125,2218.77001953125,2218.77001953125,0
2017-02-08,2215.340087890625,2217.3701171875,2180.2099609375,2189.610107421875,2189.610107421875,0
2017-02-09,2192.239990234375,2196.080078125,2160.419921875,2173.97998046875,2173.97998046875,0
2017-02-10,2176.7900390625,2182.179931640625,2156.81005859375,2162.18994140625,2162.18994140625,0
2017-02-13,2165.1201171875,2174.72998046875,2150.52001953125,2161.489990234375,2161.489990234375,0
