Дата,Adj Close,Date
2020-07-22,1255.1,22.07.2020
2020-07-21,1259.72,21.07.2020
2020-07-20,1235.85,20.07.2020
2020-07-17,1216.17,17.07.2020
2020-07-16,1219.93,16.07.2020
2020-07-15,1219.26,15.07.2020
2020-07-14,1216.79,14.07.2020
2020-07-13,1234.5,13.07.2020
2020-10-07,1245.65,10.07.2020
2020-09-07,1234.42,09.07.2020
2020-08-07,1245.54,08.07.2020
2020-07-07,1247.83,07.07.2020
2020-06-07,1247.14,06.07.2020
2020-03-07,1235.18,03.07.2020
2020-02-07,1248.28,02.07.2020
2020-06-30,1212.63,30.06.2020
2020-06-29,1239.81,29.06.2020
2020-06-26,1246.74,26.06.2020
2020-06-25,1257.18,25.06.2020
2020-06-23,1281.18,23.06.2020
2020-06-22,1256.77,22.06.2020
2020-06-19,1249.67,19.06.2020
2020-06-18,1230.71,18.06.2020
2020-06-17,1237.93,17.06.2020
2020-06-16,1242.72,16.06.2020
2020-06-15,1221.6,15.06.2020
2020-11-06,1238.11,11.06.2020
2020-10-06,1277.58,10.06.2020
2020-09-06,1284.31,09.06.2020
2020-08-06,1288.71,08.06.2020
2020-05-06,1285.78,05.06.2020
2020-04-06,1257.31,04.06.2020
2020-03-06,1301.88,03.06.2020
2020-02-06,1277.85,02.06.2020
2020-01-06,1247.61,01.06.2020
2020-05-29,1219.76,29.05.2020
2020-05-28,1241.77,28.05.2020
2020-05-27,1212.2,27.05.2020
2020-05-26,1224.99,26.05.2020
2020-05-25,1213.41,25.05.2020
2020-05-22,1188.47,22.05.2020
2020-05-21,1206.28,21.05.2020
2020-05-20,1225.47,20.05.2020
2020-05-19,1177.24,19.05.2020
2020-05-18,1167.88,18.05.2020
2020-05-15,1107.49,15.05.2020
2020-05-14,1102.98,14.05.2020
2020-05-13,1110.37,13.05.2020
2020-12-05,1137.28,12.05.2020
2020-08-05,1136.34,08.05.2020
2020-07-05,1126.48,07.05.2020
2020-06-05,1111.43,06.05.2020
2020-05-05,1133.16,05.05.2020
2020-04-05,1099.42,04.05.2020
2020-04-30,1125.03,30.04.2020
2020-04-29,1144.64,29.04.2020
2020-04-28,1109.6,28.04.2020
2020-04-27,1083.68,27.04.2020
2020-04-24,1081.32,24.04.2020
2020-04-23,1099.67,23.04.2020
2020-04-22,1066.01,22.04.2020
2020-04-21,1012.15,21.04.2020
2020-04-20,1068.32,20.04.2020
2020-04-17,1078.69,17.04.2020
2020-04-16,1066.91,16.04.2020
2020-04-15,1046.88,15.04.2020
2020-04-14,1133.23,14.04.2020
2020-04-13,1124.97,13.04.2020
2020-10-04,1142.07,10.04.2020
2020-09-04,1155.49,09.04.2020
2020-08-04,1114.6,08.04.2020
2020-07-04,1099.76,07.04.2020
2020-06-04,1083.43,06.04.2020
2020-03-04,1049.88,03.04.2020
2020-02-04,1034.06,02.04.2020
2020-01-04,987.75,01.04.2020
2020-03-31,1014.44,31.03.2020
2020-03-30,958.54,30.03.2020
2020-03-27,955.34,27.03.2020
2020-03-26,1017.03,26.03.2020
2020-03-25,981.69,25.03.2020
2020-03-24,965.32,24.03.2020
2020-03-23,883.78,23.03.2020
2020-03-20,924.22,20.03.2020
2020-03-19,902.63,19.03.2020
2020-03-18,832.26,18.03.2020
2020-03-17,934.66,17.03.2020
2020-03-16,966.93,16.03.2020
2020-03-13,991.69,13.03.2020
2020-12-03,966.4,12.03.2020
2020-11-03,1086.18,11.03.2020
2020-10-03,1094.18,10.03.2020
2020-06-03,1257.96,06.03.2020
2020-05-03,1323.82,05.03.2020
2020-04-03,1348.19,04.03.2020
2020-03-03,1358.03,03.03.2020
2020-02-03,1303.47,02.03.2020
2020-02-28,1299.69,28.02.2020
