Date,Open,High,Low,Close,Adj Close,Volume
2017-01-02,75.6500015258789,75.90799713134766,75.13400268554688,75.55400085449219,75.55400085449219,0
2017-01-03,75.20099639892578,75.22799682617188,73.7979965209961,75.18499755859375,75.18499755859375,0
2017-01-04,74.53299713134766,75.04299926757812,74.21749877929688,74.55999755859375,74.55999755859375,0
2017-01-05,74.54199981689453,74.61499786376953,72.9729995727539,74.35900115966797,74.35900115966797,0
2017-01-06,73.78099822998047,73.94000244140625,73.03600311279297,73.75399780273438,73.75399780273438,0
2017-01-09,73.00499725341797,73.09100341796875,72.37349700927734,73.19300079345703,73.19300079345703,0
2017-01-10,73.14399719238281,73.16000366210938,72.48699951171875,73.11900329589844,73.11900329589844,0
2017-01-11,73.28800201416016,73.33899688720703,72.73999786376953,73.21600341796875,73.21600341796875,0
2017-01-12,72.91799926757812,73.19499969482422,72.35449981689453,72.9540023803711,72.9540023803711,0
2017-01-13,72.31099700927734,72.802001953125,72.02999877929688,72.36399841308594,72.36399841308594,0
2017-01-16,71.81999969482422,72.1969985961914,71.21099853515625,71.77400207519531,71.77400207519531,0
2017-01-17,72.08399963378906,73.56099700927734,71.64099884033203,72.0790023803711,72.0790023803711,0
2017-01-18,73.552001953125,73.552001953125,72.65799713134766,73.61699676513672,73.61699676513672,0
2017-01-19,72.97699737548828,74.17400360107422,72.3239974975586,72.96299743652344,72.96299743652344,0
2017-01-20,73.61100006103516,73.8740005493164,73.26599884033203,73.5999984741211,73.5999984741211,0
2017-01-23,74.04100036621094,74.26000213623047,73.72899627685547,74.02400207519531,74.02400207519531,0
2017-01-24,74.4800033569336,74.51799774169922,73.49299621582031,74.48999786376953,74.48999786376953,0
2017-01-25,74.10099792480469,74.80500030517578,73.51899719238281,74.11699676513672,74.11699676513672,0
2017-01-26,75.26599884033203,76.18000030517578,74.80599975585938,75.25800323486328,75.25800323486328,0
2017-01-27,75.91799926757812,75.9540023803711,74.73799896240234,75.91899871826172,75.91899871826172,0
2017-01-30,75.30699920654297,75.61000061035156,74.86599731445312,75.26699829101562,75.26699829101562,0
2017-01-31,74.65699768066406,75.64099884033203,74.51599884033203,74.64900207519531,74.64900207519531,0
2017-02-01,75.69400024414062,76.24800109863281,75.33799743652344,75.7249984741211,75.7249984741211,0
2017-02-02,76.08699798583984,76.21499633789062,74.60800170898438,76.06400299072266,76.06400299072266,0
2017-02-03,74.34100341796875,74.5770034790039,73.41100311279297,74.32099914550781,74.32099914550781,0
2017-02-06,73.56500244140625,73.7249984741211,72.9229965209961,73.5999984741211,73.5999984741211,0
2017-02-07,73.44000244140625,73.677001953125,73.12300109863281,73.43399810791016,73.43399810791016,0
2017-02-08,74.19200134277344,74.46800231933594,73.93599700927734,74.2750015258789,74.2750015258789,0
2017-02-09,74.04499816894531,74.2509994506836,73.4530029296875,74.1240005493164,74.1240005493164,0
2017-02-10,73.61000061035156,73.84700012207031,72.822998046875,73.68699645996094,73.68699645996094,0
2017-02-13,72.6729965209961,72.99600219726562,72.3010025024414,72.67500305175781,72.67500305175781,0
2017-02-14,72.53399658203125,72.87300109863281,71.2750015258789,72.54299926757812,72.54299926757812,0
2017-02-15,71.12200164794922,71.85199737548828,70.4229965209961,71.12699890136719,71.12699890136719,0
2017-02-16,71.46700286865234,72.072998046875,70.74800109863281,71.46700286865234,71.46700286865234,0
2017-02-17,71.68800354003906,72.39299774169922,71.50900268554688,71.89199829101562,71.89199829101562,0
2017-02-20,72.48300170898438,72.677001953125,71.84400177001953,72.552001953125,72.552001953125,0
2017-02-21,72.26200103759766,72.32599639892578,71.40599822998047,72.22899627685547,72.22899627685547,0
2017-02-22,71.6709976196289,72.33899688720703,71.27799987792969,71.66600036621094,71.66600036621094,0
2017-02-23,72.18499755859375,72.51399993896484,71.66100311279297,72.12699890136719,72.12699890136719,0
2017-02-24,72.5,73.29199981689453,72.23400115966797,72.48799896240234,72.48799896240234,0
2017-02-27,72.51100158691406,72.58799743652344,71.49500274658203,72.36499786376953,72.36499786376953,0
2017-02-28,72.36799621582031,72.68199920654297,71.64700317382812,72.37699890136719,72.37699890136719,0
2017-03-01,72.22699737548828,72.35199737548828,71.43800354003906,72.22599792480469,72.22599792480469,0
