<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
20170417,000000,98.7102000,99.0000000,98.7102000,98.8501000,22600
20170418,000000,98.7000000,99.1388000,98.7000000,98.9002000,714
20170419,000000,98.9998000,99.2386000,98.9102000,99.0500000,95111
20170420,000000,98.8655000,99.4999000,98.8624000,99.2623000,3652
20170421,000000,99.4500000,99.9400000,99.0043000,99.6504000,94407
20170424,000000,99.9900000,100.0001000,99.5602000,99.6114000,40604
20170425,000000,99.4001000,99.8498000,99.4000000,99.6104000,456
20170426,000000,99.5115000,99.7999000,99.5001000,99.5113000,14282
20170427,000000,99.5111000,99.6499000,99.3110000,99.3123000,7234
20170428,000000,99.7998000,99.9000000,99.6502000,99.6611000,326893
20170502,000000,99.7002000,99.9999000,99.4005000,99.8511000,48244
20170503,000000,99.8901000,99.9400000,99.4003000,99.4003000,190326
20170504,000000,99.6611000,99.9000000,99.3001000,99.3001000,79936
20170505,000000,99.1980000,99.5999000,98.9004000,99.4000000,48254
20170510,000000,99.6858000,99.6880000,99.4003000,99.4610000,5844
20170511,000000,99.9091000,99.9171000,99.5378000,99.7500000,25921
20170512,000000,99.6302000,99.9388000,99.6205000,99.6263000,1105
20170515,000000,99.7001000,99.9894000,99.6200000,99.7601000,225915
20170516,000000,99.9898000,99.9898000,99.7004000,99.7004000,98371
20170517,000000,99.6806000,99.7899000,99.5500000,99.5501000,97527
20170518,000000,99.4503000,99.4601000,99.2713000,99.3601000,9075
20170519,000000,99.5101000,99.8000000,99.3000000,99.5890000,135518
20170522,000000,99.6020000,99.9260000,99.6000000,99.7010000,21655
20170523,000000,99.8980000,99.8980000,99.5730000,99.6000000,1390
20170524,000000,99.6100000,99.6390000,99.3000000,99.3000000,87727
20170525,000000,99.3240000,99.7390000,99.1610000,99.1610000,245104
20170526,000000,99.3880000,99.3900000,99.1530000,99.1530000,1043492
20170529,000000,99.1120000,99.5390000,99.0410000,99.3000000,1313
20170530,000000,99.4890000,99.4890000,99.1520000,99.1520000,3861
20170531,000000,99.1120000,99.4100000,99.1100000,99.2600000,6748
20170601,000000,99.2530000,99.5900000,99.2520000,99.5030000,7751
20170602,000000,99.4340000,99.6000000,99.3510000,99.4020000,142903
20170605,000000,99.7960000,99.7980000,99.4250000,99.4260000,5370
20170606,000000,99.6930000,99.7550000,99.3220000,99.5010000,3415
20170607,000000,99.7960000,99.8000000,99.4500000,99.6010000,98621
20170608,000000,99.4560000,99.7290000,99.4560000,99.5630000,146231
20170609,000000,99.7880000,99.7890000,99.5520000,99.6040000,255045
20170613,000000,99.7960000,99.8000000,99.6020000,99.6050000,10343
20170614,000000,99.8090000,99.8890000,99.5810000,99.6500000,16887
20170615,000000,99.8860000,99.8890000,99.4020000,99.4110000,3725131
20170616,000000,99.5880000,99.5900000,99.0010000,99.0010000,119754
20170619,000000,99.0510000,99.2900000,98.9620000,98.9710000,4181
20170620,000000,99.0630000,99.3980000,99.0000000,99.0010000,345109
20170621,000000,99.0080000,99.1950000,98.8030000,99.0020000,748788
20170622,000000,98.9240000,99.1980000,98.9240000,99.0010000,353076
20170623,000000,99.1010000,99.2500000,99.0030000,99.1120000,327031
20170626,000000,99.5380000,99.5400000,99.1630000,99.2510000,65142
20170627,000000,99.1130000,99.5000000,99.1130000,99.2510000,2714
20170628,000000,99.1140000,99.4000000,99.1140000,99.2040000,84632
20170629,000000,99.4990000,99.5500000,99.2090000,99.2560000,1073
20170630,000000,99.4480000,99.4890000,99.1130000,99.2520000,4977
20170703,000000,99.4870000,99.4890000,99.1200000,99.2030000,56161
20170704,000000,99.2490000,99.3900000,99.2020000,99.2030000,30441
20170705,000000,99.4290000,99.4390000,99.0110000,99.0130000,227919
20170706,000000,99.0120000,99.0990000,98.7020000,98.9030000,28121
20170707,000000,99.0870000,99.0870000,98.7020000,98.9000000,603091
20170710,000000,99.0880000,99.1380000,98.8990000,99.0490000,383
20170711,000000,99.0410000,99.0870000,98.8510000,98.8530000,40992
20170712,000000,98.7680000,99.1180000,98.7680000,98.9500000,1169
20170713,000000,98.9120000,99.1400000,98.8750000,99.0510000,9856
20170714,000000,98.7320000,99.2980000,98.7320000,99.0610000,587
20170717,000000,99.0610000,99.3490000,99.0610000,99.2550000,10806
20170718,000000,99.2530000,99.4390000,99.2500000,99.2510000,3951
20170719,000000,99.4390000,99.4390000,99.0790000,99.1500000,6152
20170720,000000,99.0550000,99.3000000,99.0550000,99.1520000,466918
20170721,000000,99.2990000,99.3990000,99.0520000,99.1480000,107965
20170724,000000,99.1120000,99.1530000,98.9000000,99.0000000,1615
20170725,000000,99.1880000,99.1890000,98.9050000,99.0020000,1258
20170726,000000,99.4880000,99.4890000,98.9120000,99.0560000,6634
20170727,000000,99.3770000,99.3770000,99.0610000,99.2500000,15146
20170728,000000,99.1150000,99.4400000,99.1150000,99.2140000,648
20170731,000000,99.1020000,99.4820000,99.1020000,99.2490000,1866
20170801,000000,99.3780000,99.3810000,99.0040000,99.2020000,2107
20170802,000000,99.0520000,99.2500000,99.0520000,99.1710000,54421
20170803,000000,99.2970000,99.5000000,99.0600000,99.1190000,6639
20170804,000000,99.3480000,99.3500000,99.0530000,99.3000000,200742
20170807,000000,99.4460000,99.4490000,99.3060000,99.3460000,58499
20170808,000000,99.4990000,99.5460000,99.3020000,99.4000000,62674
20170809,000000,99.2060000,99.4490000,99.2030000,99.4490000,5347
20170810,000000,99.3020000,99.5870000,99.3020000,99.5870000,32375
20170811,000000,99.3400000,99.6000000,99.3400000,99.6000000,2882
20170814,000000,99.5800000,99.6410000,99.4550000,99.6010000,57960
20170815,000000,99.6020000,99.7990000,99.5500000,99.5510000,53906
20170816,000000,99.5490000,99.7490000,99.5200000,99.6130000,46657
20170817,000000,99.8900000,99.9600000,99.6210000,99.7050000,30482
20170818,000000,99.9380000,99.9390000,99.6870000,99.7200000,21956
20170821,000000,99.9380000,99.9390000,99.7100000,99.8300000,21163
20170822,000000,99.9750000,99.9790000,99.7570000,99.8500000,186715
20170823,000000,99.9460000,99.9500000,99.8510000,99.9200000,203407
20170824,000000,99.9500000,100.0000000,99.8540000,99.9500000,98740
20170825,000000,99.8560000,100.0000000,99.8510000,99.9020000,93930
20170828,000000,99.9040000,99.9960000,99.9000000,99.9890000,6132
20170829,000000,99.8070000,100.0460000,99.8030000,99.8910000,46002
20170830,000000,100.0010000,100.3000000,99.7580000,100.0000000,25569
20170831,000000,99.8580000,100.1500000,99.8570000,100.1000000,271942
20170901,000000,100.2620000,100.2980000,100.0620000,100.2780000,346831
20170904,000000,100.2000000,100.2910000,100.0680000,100.2490000,1333
20170905,000000,100.0580000,100.3300000,100.0580000,100.3300000,68323
20170906,000000,100.3970000,100.5490000,100.2730000,100.5490000,5869
20170907,000000,100.3930000,100.5500000,100.3930000,100.5410000,864
20170908,000000,100.5980000,100.6370000,100.5060000,100.6370000,3138
20170911,000000,100.6490000,100.6980000,100.5010000,100.6970000,698
20170912,000000,100.6980000,100.6990000,100.5000000,100.5000000,4317
20170913,000000,100.5190000,100.6460000,100.3520000,100.5600000,5763
20170914,000000,100.6920000,100.6980000,100.5000000,100.5990000,11681
20170915,000000,100.6980000,100.6990000,100.5900000,100.5900000,1203
20170918,000000,100.4520000,100.7980000,100.4520000,100.5900000,1113
20170919,000000,100.4660000,100.7910000,100.4650000,100.5680000,925
20170920,000000,100.8230000,100.8270000,100.5260000,100.6000000,131561
20170921,000000,100.6480000,100.6500000,100.4530000,100.5700000,2961
20170922,000000,100.5990000,100.6000000,100.5520000,100.5520000,21128
20170925,000000,100.6780000,100.6790000,100.4590000,100.5030000,6336
20170926,000000,100.7750000,100.7790000,100.3480000,100.4990000,2782
20170927,000000,100.3010000,100.5000000,100.2060000,100.4490000,56199
20170928,000000,100.4990000,100.5470000,100.2520000,100.3010000,1499
20170929,000000,100.5480000,100.6960000,100.3030000,100.3740000,13074
20171002,000000,100.5940000,100.6000000,100.3020000,100.4500000,14839
20171003,000000,100.4980000,100.4990000,100.3020000,100.4010000,100572
20171004,000000,100.6000000,100.6200000,100.4020000,100.5500000,455053
20171005,000000,100.7950000,100.7990000,100.6010000,100.6130000,1613
20171006,000000,100.8880000,100.9000000,100.6010000,100.6010000,13473
20171009,000000,100.8980000,100.9980000,100.5010000,100.8990000,23817
20171010,000000,100.4730000,100.9500000,100.4730000,100.8510000,183740
20171011,000000,100.7910000,101.0990000,100.7070000,101.0000000,38248
20171012,000000,101.0990000,101.2980000,100.9040000,101.1700000,146106
20171013,000000,101.1970000,101.3190000,101.0860000,101.1030000,1243
20171016,000000,101.0240000,101.3920000,101.0030000,101.0060000,14173
20171017,000000,100.8620000,101.2960000,100.7010000,100.9000000,55269
20171018,000000,101.2130000,101.2960000,100.9010000,101.1700000,190675
20171019,000000,101.2020000,101.3090000,100.9940000,101.2500000,493379
20171020,000000,101.3950000,101.3980000,101.1040000,101.2940000,228342
20171023,000000,101.0590000,101.2980000,101.0580000,101.1020000,22026
20171024,000000,101.3710000,101.3710000,101.0530000,101.0560000,70509
20171025,000000,101.0040000,101.2980000,101.0010000,101.0020000,7737
20171026,000000,100.9510000,101.2470000,100.9510000,101.0000000,67683
20171027,000000,101.3450000,101.3490000,100.8000000,100.8010000,58157
20171030,000000,100.9360000,101.0650000,100.6900000,100.9500000,1451
20171031,000000,101.0620000,101.0680000,100.7770000,100.8110000,362408
20171101,000000,100.6030000,101.0670000,100.6030000,100.9500000,5631
20171102,000000,100.9020000,101.1110000,100.9010000,100.9310000,64656
20171103,000000,100.8020000,101.1190000,100.8000000,100.8710000,402848
20171107,000000,101.0190000,101.0690000,100.8510000,100.9000000,15894
20171108,000000,100.9770000,100.9770000,100.7300000,100.8010000,876270
20171109,000000,100.7150000,100.9680000,100.7150000,100.9070000,828969
20171110,000000,101.0280000,101.0290000,100.8300000,100.9000000,533597
20171113,000000,101.0280000,101.0280000,100.7720000,100.8500000,15242
20171114,000000,100.8140000,101.3000000,100.6620000,100.8300000,425285
20171115,000000,100.8300000,100.9000000,100.6110000,100.8900000,147986
20171116,000000,100.8900000,100.9900000,100.8500000,100.8810000,1458
20171117,000000,100.8430000,101.2370000,100.8410000,101.1500000,217318
20171120,000000,100.9740000,101.1860000,100.9720000,101.0140000,833
20171121,000000,100.9740000,101.1890000,100.9740000,101.0810000,7700
20171122,000000,101.0610000,101.2790000,101.0610000,101.1060000,4525
20171123,000000,101.1220000,101.2700000,101.1210000,101.1510000,56802
20171124,000000,101.1600000,101.2990000,101.1190000,101.2460000,82591
20171127,000000,101.3060000,101.3060000,101.1010000,101.2000000,376658
20171128,000000,101.0850000,101.3250000,101.0840000,101.3000000,77440
20171129,000000,101.3960000,101.4000000,101.2600000,101.3990000,17189
20171130,000000,101.2220000,101.4000000,101.2220000,101.3030000,1432
20171201,000000,101.4280000,101.4990000,101.2250000,101.3580000,54665
20171204,000000,101.3240000,101.4980000,101.3230000,101.4010000,94786
20171205,000000,101.4970000,101.5500000,101.4030000,101.5000000,152478
20171206,000000,101.5490000,101.6180000,101.4540000,101.5230000,115475
20171207,000000,101.5480000,101.7000000,101.4710000,101.5410000,50614
20171208,000000,101.7350000,101.7820000,101.5000000,101.6020000,6622
20171211,000000,101.5250000,101.7880000,101.5210000,101.6090000,3021
20171212,000000,101.5270000,101.6940000,101.4250000,101.4610000,104442
20171213,000000,101.4710000,101.6590000,101.3750000,101.5400000,2031
20171214,000000,101.5040000,101.6880000,101.5020000,101.5110000,2609
20171215,000000,101.6880000,101.8500000,101.5500000,101.7010000,69845
20171218,000000,101.9580000,101.9600000,101.2480000,101.7990000,348816
20171219,000000,101.6160000,101.9500000,101.6140000,101.9500000,2401368
20171220,000000,101.9950000,101.9990000,101.8330000,101.8990000,64659
20171221,000000,101.9960000,101.9990000,101.9000000,101.9990000,5707
20171222,000000,102.0290000,102.1000000,101.8200000,102.1000000,67975
20171225,000000,102.1860000,103.0000000,101.9610000,102.1200000,4029
20171226,000000,102.2340000,102.4980000,102.0540000,102.4500000,19890
20171227,000000,102.9980000,103.0000000,102.0050000,102.3040000,31928
20171228,000000,102.5480000,102.7800000,102.2300000,102.4420000,13165
20171229,000000,102.5890000,104.0000000,102.2210000,104.0000000,11032
20180103,000000,102.3100000,102.6040000,102.3080000,102.6000000,984
20180104,000000,102.6480000,102.6490000,102.6380000,102.6380000,665
20180105,000000,102.7380000,102.7390000,102.6400000,102.7390000,1960
20180109,000000,102.5060000,102.9800000,102.4900000,102.8500000,4440
20180110,000000,102.9780000,103.1980000,102.7710000,102.8520000,706023
20180111,000000,103.0010000,103.0010000,102.6500000,102.6510000,183897
20180112,000000,102.8270000,102.9490000,102.6520000,102.8500000,8684
20180115,000000,102.9890000,103.0890000,102.7100000,102.9010000,39410
20180116,000000,103.0380000,103.0400000,102.7500000,102.7510000,217803
20180117,000000,102.8270000,102.8290000,102.6500000,102.6650000,1602137
20180118,000000,102.3080000,102.7780000,102.3000000,102.7500000,33032
20180119,000000,102.7990000,102.8280000,102.7000000,102.7110000,128191
20180122,000000,102.6390000,102.8200000,102.6390000,102.7500000,277730
20180123,000000,102.8270000,102.8270000,102.6520000,102.7500000,45559
20180124,000000,102.7990000,102.8300000,102.6060000,102.7030000,40804
20180125,000000,102.8290000,102.8300000,102.5840000,102.6000000,155390
20180126,000000,102.8150000,102.8160000,102.5510000,102.5510000,27332
20180129,000000,102.6730000,102.7230000,102.3180000,102.5010000,3535
20180130,000000,102.5890000,102.7490000,102.5890000,102.7000000,278127
20180131,000000,102.8260000,102.8500000,102.7110000,102.7480000,71045
20180201,000000,102.6560000,102.8890000,102.6560000,102.8480000,618
20180202,000000,102.9380000,102.9390000,102.7110000,102.8000000,905770
20180205,000000,102.3390000,102.8890000,102.3390000,102.6900000,3215
20180206,000000,102.7000000,102.7380000,102.5000000,102.5000000,311548
20180207,000000,102.7130000,102.8000000,102.6530000,102.6530000,47642
20180208,000000,103.0500000,103.0500000,102.5420000,102.7110000,635705
20180209,000000,102.7110000,102.8490000,102.5450000,102.7600000,1027178
20180212,000000,102.7020000,102.8960000,102.7020000,102.8960000,827
20180213,000000,102.8980000,102.8990000,102.7570000,102.7570000,254281
20180214,000000,102.8010000,102.8980000,102.3500000,102.8980000,12031
20180215,000000,102.7650000,103.0320000,102.7650000,102.9490000,59285
20180216,000000,102.9040000,103.1880000,102.9040000,103.0700000,4281263
20180219,000000,103.0600000,103.0600000,102.9850000,103.0500000,1003064
20180220,000000,103.0980000,103.0990000,102.9620000,103.0500000,4849
20180221,000000,103.1000000,103.1600000,103.0000000,103.1020000,137107
20180222,000000,103.1690000,103.1990000,103.1010000,103.1900000,52904
20180226,000000,103.5980000,103.5990000,103.2490000,103.3080000,107251
20180227,000000,103.4190000,103.4290000,103.1420000,103.2600000,700322
20180228,000000,103.3360000,103.3820000,103.1020000,103.2990000,668876
20180301,000000,103.2490000,103.2490000,103.1900000,103.1980000,1112971
20180302,000000,103.2510000,103.2680000,103.0740000,103.1510000,475192
20180305,000000,103.2330000,103.2640000,103.1500000,103.1900000,17997
20180306,000000,103.1510000,103.2490000,103.1500000,103.1950000,809606
20180307,000000,103.3170000,103.3170000,103.1020000,103.2200000,125078
20180309,000000,103.3430000,103.7260000,103.1590000,103.4470000,609
20180312,000000,103.2910000,103.2910000,103.0940000,103.1770000,805911
20180313,000000,103.1510000,103.1990000,103.0920000,103.1700000,1005328
20180314,000000,103.2480000,103.2480000,103.0940000,103.1700000,1038411
20180315,000000,103.3490000,103.3490000,103.0900000,103.1150000,920132
20180316,000000,103.1160000,103.2560000,103.1160000,103.2190000,123787
20180319,000000,103.3080000,103.3490000,103.1870000,103.2500000,310530
20180320,000000,103.3580000,103.4280000,103.2100000,103.4280000,721302
20180321,000000,103.3600000,103.4980000,103.2530000,103.4940000,2054
20180322,000000,103.4990000,103.6790000,103.3590000,103.6460000,555902
20180323,000000,103.6680000,103.6990000,103.5100000,103.6790000,144035
20180326,000000,103.6690000,103.6690000,103.3810000,103.4970000,426848
20180327,000000,103.3910000,103.5960000,103.3910000,103.4600000,210509
20180328,000000,103.3800000,103.5750000,103.3550000,103.3970000,468666
20180329,000000,103.4920000,103.4920000,103.3800000,103.4580000,11965
20180330,000000,103.3540000,103.5290000,103.3540000,103.5000000,3813
20180402,000000,103.3560000,103.5830000,103.3560000,103.4250000,47327
20180403,000000,103.4240000,103.5230000,103.3500000,103.3700000,228336
20180404,000000,103.5020000,103.5020000,103.3520000,103.4910000,7193
20180405,000000,103.5270000,103.5890000,103.3500000,103.3500000,111996
20180406,000000,103.3980000,103.4060000,103.2610000,103.3000000,28582
20180409,000000,103.3960000,103.4620000,102.5210000,102.7190000,77933
20180410,000000,102.7190000,102.7190000,100.2000000,101.7480000,3582335
20180411,000000,101.6620000,101.7980000,101.2340000,101.5500000,222704
20180412,000000,102.0080000,102.7520000,101.6500000,102.1000000,2540281
20180413,000000,102.3040000,102.3040000,101.7110000,101.9600000,420380
20180416,000000,102.0010000,102.0820000,101.6320000,102.0820000,617560
20180417,000000,102.6500000,102.6500000,102.1000000,102.1990000,363932
20180418,000000,102.0900000,102.3000000,102.0070000,102.3000000,133635
20180419,000000,102.0890000,102.5980000,102.0810000,102.3500000,551991
20180420,000000,102.5200000,102.5980000,102.2600000,102.5980000,19781
20180423,000000,102.6520000,102.6520000,102.4000000,102.4990000,13597
20180424,000000,102.3920000,102.6990000,102.3920000,102.6500000,62633
20180425,000000,102.6990000,102.7570000,102.5500000,102.6480000,374610
20180426,000000,102.6970000,102.6990000,102.5450000,102.6490000,4628
20180427,000000,102.6590000,102.8500000,102.6000000,102.7370000,123603
20180428,000000,103.0480000,103.0480000,102.6540000,102.8030000,20762
20180430,000000,102.6600000,103.0430000,102.6600000,102.9990000,20
20180502,000000,102.7300000,102.9980000,102.7300000,102.9980000,55
20180503,000000,102.6540000,103.0580000,102.6400000,102.7490000,123872
20180504,000000,102.6410000,102.9490000,102.6400000,102.8000000,374349
20180507,000000,102.9990000,103.0150000,102.6460000,103.0150000,1557
20180508,000000,103.0450000,103.0540000,102.6760000,102.8240000,24045
20180510,000000,102.8970000,102.9990000,102.6440000,102.9990000,5114
20180511,000000,102.9980000,103.0980000,102.6580000,103.0780000,54834
20180514,000000,102.9990000,103.0000000,102.7580000,102.7590000,13224
20180515,000000,102.8960000,102.8970000,102.4150000,102.4330000,14145
20180516,000000,102.7860000,102.7860000,102.3070000,102.6490000,100752
20180517,000000,102.5490000,103.0000000,102.5010000,102.6010000,84167
20180518,000000,102.6940000,102.6990000,102.5000000,102.5000000,10246
20180521,000000,102.3570000,102.8570000,102.3570000,102.5070000,26725
20180522,000000,102.7900000,102.7930000,102.4550000,102.4900000,3905
20180523,000000,102.4720000,102.7860000,102.4720000,102.5730000,3590
20180524,000000,102.4920000,102.9930000,102.4180000,102.4220000,15642
20180525,000000,102.4440000,102.7440000,102.4440000,102.5520000,66467
20180528,000000,102.7050000,102.7050000,102.4130000,102.6000000,8669
20180529,000000,102.6980000,102.6980000,102.4180000,102.4180000,71721
20180530,000000,102.7290000,102.7370000,102.4420000,102.4800000,10541
20180531,000000,102.7210000,102.7300000,102.5030000,102.5150000,13497
20180601,000000,102.4620000,102.7550000,102.4610000,102.5000000,1413
20180604,000000,102.4620000,102.7180000,102.4620000,102.5600000,31016
20180605,000000,102.6170000,102.6170000,102.3500000,102.4530000,17016
20180606,000000,102.4470000,102.6860000,102.3520000,102.3520000,55743
20180607,000000,102.4490000,102.4500000,102.2020000,102.2510000,17828
20180608,000000,102.1330000,102.3390000,101.9610000,101.9660000,47076
20180609,000000,101.9560000,102.8450000,100.0010000,101.9460000,340
20180611,000000,102.3300000,102.3360000,101.9620000,102.3300000,82
20180613,000000,102.0100000,102.2460000,101.7910000,101.7910000,82684
20180614,000000,102.0970000,102.1000000,101.8000000,101.9490000,5950
20180615,000000,102.1390000,102.4980000,101.5010000,101.7960000,48830
20180618,000000,101.4430000,101.6990000,100.2020000,101.4450000,88586
20180619,000000,101.1110000,101.3990000,100.6950000,101.0660000,44117
20180620,000000,100.9060000,101.4510000,100.9020000,101.2010000,10107
20180621,000000,101.1130000,101.5090000,101.1120000,101.3520000,38382
20180622,000000,101.3420000,101.5550000,101.2710000,101.4470000,4976
20180625,000000,101.5000000,101.5550000,101.3210000,101.3730000,319955
20180626,000000,101.3710000,101.5500000,101.1830000,101.1890000,1411
20180627,000000,101.4450000,101.4490000,101.1910000,101.3490000,3317
20180628,000000,101.3490000,101.3790000,101.1500000,101.2800000,33278
20180629,000000,101.4950000,101.5290000,101.3510000,101.4000000,77413
20180702,000000,101.4770000,101.5330000,101.3230000,101.4490000,3197
20180703,000000,101.5000000,101.5280000,101.2510000,101.3500000,25532
20180704,000000,101.4780000,101.6000000,101.2490000,101.5490000,176449
20180705,000000,101.3920000,101.6240000,101.3790000,101.5690000,1883
20180706,000000,101.6270000,101.6270000,101.4000000,101.4740000,75566
20180709,000000,101.5180000,101.6590000,101.4020000,101.6590000,14401
20180710,000000,101.6990000,101.7000000,101.5020000,101.5970000,77117
20180711,000000,101.6650000,101.6780000,101.4800000,101.5680000,987731
20180712,000000,101.4020000,101.5200000,101.2000000,101.5000000,13514
20180713,000000,101.5770000,101.5880000,101.5000000,101.5000000,2155
20180716,000000,101.7980000,101.7990000,101.2010000,101.4990000,4795
20180717,000000,101.5000000,101.5000000,101.2100000,101.3220000,57761
20180718,000000,101.2500000,101.5790000,101.1670000,101.1900000,185621
20180719,000000,101.1600000,101.1600000,101.0510000,101.1470000,552128
20180720,000000,101.4480000,101.4480000,101.0400000,101.1990000,156629
20180723,000000,101.2000000,101.2900000,101.0990000,101.0990000,55878
20180724,000000,101.1970000,101.1980000,101.0100000,101.0440000,236322
20180725,000000,101.1450000,101.1450000,100.9300000,100.9990000,22166
20180726,000000,101.0490000,101.0490000,100.9000000,100.9350000,18007
20180727,000000,101.0300000,101.0300000,100.8300000,100.9470000,62541
20180730,000000,100.8430000,100.9970000,100.7630000,100.9000000,197974
20180731,000000,100.8170000,100.9970000,100.8160000,100.9000000,12155
20180801,000000,100.8150000,100.9480000,100.7830000,100.8500000,811753
20180802,000000,100.9460000,100.9470000,100.7200000,100.7350000,288087
20180803,000000,100.8230000,100.8230000,100.6620000,100.7500000,30087
20180806,000000,100.6010000,100.7980000,100.5500000,100.6390000,471883
20180807,000000,100.7290000,100.7350000,100.5210000,100.6970000,4217
20180808,000000,100.7360000,100.7360000,100.0430000,100.2300000,570923
20180809,000000,100.2500000,100.2500000,99.0000000,99.8880000,68810
20180810,000000,100.2870000,100.3990000,99.5010000,99.7110000,167230
20180813,000000,100.0480000,100.0500000,99.3000000,99.5500000,21510
20180814,000000,99.9980000,100.1500000,99.5500000,99.6500000,122314
20180815,000000,99.8400000,99.8880000,99.4100000,99.5970000,492480
