Date,Open,High,Low,Close,Adj Close,Volume
2017-01-03,1.1440000534057617,1.1854000091552734,1.1439000368118286,1.170300006866455,1.060552716255188,190173000
2017-01-04,1.1764999628067017,1.183500051498413,1.1445000171661377,1.1797000169754028,1.0690710544586182,288250200
2017-01-05,1.1835999488830566,1.201200008392334,1.1782000064849854,1.186400055885315,1.0751428604125977,208257001
2017-01-06,1.1955000162124634,1.211899995803833,1.1750999689102173,1.2043999433517456,1.0914548635482788,202566001
2017-01-09,1.218000054359436,1.238700032234192,1.2102999687194824,1.222499966621399,1.1078574657440186,361274002
2017-01-10,1.2279000282287598,1.25,1.2180999517440796,1.25,1.132778525352478,299805200
2017-01-11,1.2496999502182007,1.259600043296814,1.232800006866455,1.2479000091552734,1.130875587463379,164480003
2017-01-12,1.2479000091552734,1.2793999910354614,1.2445000410079956,1.2599999904632568,1.1418408155441284,288586184
2017-01-13,1.2532999515533447,1.2730000019073486,1.1799999475479126,1.2230000495910645,1.1083106994628906,698146000
2017-01-16,1.225000023841858,1.225000023841858,1.184999942779541,1.2151999473571777,1.1012420654296875,321366000
2017-01-17,1.2057000398635864,1.223099946975708,1.1829999685287476,1.1970000267028809,1.0847487449645996,254839000
2017-01-18,1.2000000476837158,1.2450000047683716,1.1931999921798706,1.2339999675750732,1.118278980255127,481556000
2017-01-19,1.2450000047683716,1.2690000534057617,1.225100040435791,1.2400000095367432,1.1237163543701172,502317010
2017-01-20,1.2458000183105469,1.25,1.2030999660491943,1.229099988937378,1.1138384342193604,275730000
2017-01-23,1.2304999828338623,1.2489999532699585,1.2304999828338623,1.2359999418258667,1.120091438293457,239451002
2017-01-24,1.2374999523162842,1.25,1.2264000177383423,1.2430000305175781,1.1264350414276123,245729000
2017-01-25,1.242900013923645,1.2430000305175781,1.2059999704360962,1.2178000211715698,1.1035982370376587,309348191
2017-01-26,1.218500018119812,1.2317999601364136,1.200700044631958,1.218999981880188,1.104685664176941,203083003
2017-01-27,1.218999981880188,1.2496999502182007,1.218999981880188,1.2319999933242798,1.1164666414260864,275668050
2017-01-30,1.2369999885559082,1.2660000324249268,1.225600004196167,1.2547999620437622,1.137128472328186,459722005
2017-01-31,1.2549999952316284,1.2675000429153442,1.228600025177002,1.2384999990463257,1.1223571300506592,256730000
2017-02-01,1.214900016784668,1.2360999584197998,1.2089999914169312,1.226699948310852,1.111663579940796,472323096
2017-02-02,1.226699948310852,1.2424999475479126,1.2210999727249146,1.2285000085830688,1.1132947206497192,148617011
2017-02-03,1.232100009918213,1.2661999464035034,1.2207000255584717,1.2651000022888184,1.1464625597000122,464328000
2017-02-06,1.2704999446868896,1.2825000286102295,1.2470999956130981,1.2519999742507935,1.134590983390808,357598000
2017-02-07,1.2519999742507935,1.2599999904632568,1.2405999898910522,1.2584999799728394,1.1404814720153809,179259000
