Date,Open,High,Low,Close,Adj Close,Volume
2017-01-03,259.95001220703125,268.3999938964844,259.0,262.6499938964844,159.4685821533203,1673960
2017-01-04,262.8500061035156,263.1000061035156,257.04998779296875,259.29998779296875,157.43463134765625,1058490
2017-01-05,260.79998779296875,264.75,258.0,260.5,158.16322326660156,1290748
2017-01-06,259.45001220703125,262.70001220703125,254.0,257.0,156.03817749023438,914180
2017-01-09,257.0,259.54998779296875,255.4499969482422,258.3999938964844,156.88818359375,674873
2017-01-10,258.3999938964844,261.29998779296875,253.60000610351562,255.6999969482422,155.24888610839844,1859200
2017-01-11,255.0500030517578,258.20001220703125,255.0,257.1000061035156,156.098876953125,1502132
2017-01-12,259.0,260.0,251.64999389648438,257.95001220703125,156.61495971679688,3167360
2017-01-13,259.0,263.54998779296875,256.95001220703125,262.95001220703125,159.65074157714844,2580800
2017-01-16,262.1000061035156,264.95001220703125,259.20001220703125,263.3500061035156,159.8936004638672,607330
2017-01-17,262.79998779296875,267.1000061035156,258.6499938964844,265.0,160.89540100097656,2776993
2017-01-18,264.0,265.8999938964844,261.5,263.6000061035156,160.04539489746094,1792010
2017-01-19,263.54998779296875,269.29998779296875,262.0,268.0,162.71685791015625,2493111
2017-01-20,270.1499938964844,275.1000061035156,268.1000061035156,272.8999938964844,165.69187927246094,3925650
2017-01-23,272.8999938964844,274.79998779296875,266.20001220703125,267.70001220703125,162.53469848632812,1681421
2017-01-24,267.79998779296875,269.8500061035156,265.1000061035156,265.70001220703125,161.3204345703125,1243630
2017-01-25,266.0,269.70001220703125,265.70001220703125,268.0,162.71685791015625,1074465
2017-01-26,268.0,279.0,268.0,277.5,168.4847869873047,3539150
2017-01-27,277.45001220703125,279.54998779296875,273.04998779296875,277.04998779296875,168.21157836914062,1472540
2017-01-30,277.5,278.95001220703125,273.8999938964844,276.3500061035156,167.78656005859375,781705
2017-01-31,275.54998779296875,277.6499938964844,271.20001220703125,275.70001220703125,167.3919219970703,939630
2017-02-01,277.0,280.6499938964844,272.79998779296875,279.0,169.3955535888672,1691855
2017-02-02,279.3999938964844,279.8999938964844,272.70001220703125,272.70001220703125,165.57049560546875,1220580
2017-02-03,274.54998779296875,277.5,272.8500061035156,274.3500061035156,166.57228088378906,682050
2017-02-06,275.75,275.75,271.0,271.8999938964844,165.0847625732422,1072710
2017-02-07,272.70001220703125,277.95001220703125,271.45001220703125,275.8999938964844,167.51336669921875,1694095
2017-02-08,274.95001220703125,275.45001220703125,271.1000061035156,271.1000061035156,164.5990447998047,956992
2017-02-09,272.45001220703125,273.70001220703125,269.1000061035156,272.20001220703125,165.2668914794922,721144
2017-02-10,272.3500061035156,273.0,270.20001220703125,272.1000061035156,165.20616149902344,641274
2017-02-13,272.0,273.8999938964844,268.04998779296875,270.75,164.3865203857422,883794
2017-02-14,270.8500061035156,270.95001220703125,265.54998779296875,267.6000061035156,162.47398376464844,757581
2017-02-15,266.3999938964844,280.6499938964844,263.5,273.45001220703125,166.02584838867188,4278624
2017-02-16,273.0,278.0,270.70001220703125,277.45001220703125,168.45445251464844,1541066
2017-02-17,277.3999938964844,279.0,272.45001220703125,277.5,168.4847869873047,1389319
2017-02-20,277.5,283.6499938964844,274.8500061035156,281.0,170.60983276367188,1814020
2017-02-21,281.04998779296875,282.5,278.25,278.54998779296875,169.122314453125,1927180
2017-02-22,278.5,280.8999938964844,276.25,279.0,169.3955535888672,1253820
2017-02-24,278.54998779296875,279.79998779296875,276.3999938964844,277.04998779296875,168.21157836914062,510210
2017-02-27,277.04998779296875,278.0,272.5,274.3500061035156,166.57228088378906,921782
2017-02-28,274.29998779296875,277.0,271.5,275.5,167.27052307128906,2402360
2017-03-01,279.6000061035156,279.6000061035156,272.6000061035156,273.29998779296875,165.9347686767578,1198507
2017-03-02,274.95001220703125,278.0,273.70001220703125,275.0,166.9669189453125,2278430
