Date,Open,High,Low,Close,Adj Close,Volume
2017-01-03,173.39999389648438,181.67999267578125,173.0,180.1199951171875,115.25527954101562,53895668
2017-01-04,178.89999389648438,179.41000366210938,174.22999572753906,175.9499969482422,112.58698272705078,41400772
2017-01-05,176.30999755859375,177.27999877929688,171.5399932861328,171.89999389648438,109.99545288085938,35093060
2017-01-06,172.39999389648438,173.75,169.5,170.69000244140625,109.2212142944336,35415591
2017-01-09,171.3699951171875,172.38999938964844,168.0500030517578,168.35000610351562,107.7238998413086,35187382
2017-01-10,168.35000610351562,172.3000030517578,167.5399932861328,171.60000610351562,109.80349731445312,58874130
2017-01-11,171.5,173.0500030517578,168.5399932861328,169.0500030517578,108.17179870605469,52772840
2017-01-12,170.0,170.64999389648438,168.02000427246094,168.27000427246094,107.67269134521484,49855540
2017-01-13,168.7899932861328,172.38999938964844,163.8800048828125,164.89999389648438,105.51628875732422,85990670
2017-01-16,165.22000122070312,166.8000030517578,164.05999755859375,164.66000366210938,105.36271667480469,37577470
2017-01-17,164.6699981689453,166.47000122070312,163.33999633789062,165.97999572753906,106.2073745727539,45968312
2017-01-18,165.89999389648438,167.8000030517578,164.30999755859375,165.24000549316406,105.7338638305664,42479950
2017-01-19,165.4600067138672,166.99000549316406,164.69000244140625,166.3000030517578,106.41212463378906,38479340
2017-01-20,166.5500030517578,168.19000244140625,165.4199981689453,167.49000549316406,107.173583984375,32581560
2017-01-23,167.3300018310547,167.3300018310547,164.52999877929688,166.75,106.70006561279297,36457570
2017-01-24,167.3699951171875,170.6999969482422,167.24000549316406,170.25,108.93966674804688,45397960
2017-01-25,170.5,171.3000030517578,169.5,170.25999450683594,108.9460678100586,42544580
2017-01-26,170.85000610351562,174.38999938964844,169.05999755859375,173.7899932861328,111.204833984375,56105000
2017-01-27,173.88999938964844,178.9199981689453,173.0,178.9199981689453,114.48741149902344,71123150
2017-01-30,177.5,178.0,174.24000549316406,174.60000610351562,111.72313690185547,45935720
2017-01-31,174.3699951171875,175.27000427246094,172.07000732421875,172.1999969482422,110.18742370605469,46486780
2017-02-01,172.58999633789062,174.27000427246094,171.75,173.89999389648438,111.27522277832031,42253259
2017-02-02,173.94000244140625,174.69000244140625,171.9499969482422,172.8300018310547,110.5905532836914,31064930
2017-02-03,173.02999877929688,174.19000244140625,172.27000427246094,173.8000030517578,111.21123504638672,34745010
2017-02-06,174.7100067138672,174.97999572753906,172.22000122070312,172.8699951171875,110.61614227294922,33944743
2017-02-07,173.0,174.17999267578125,171.50999450683594,173.47000122070312,111.00006866455078,33506030
2017-02-08,173.1999969482422,173.1999969482422,170.77000427246094,171.1999969482422,109.54754638671875,33314367
2017-02-09,171.91000366210938,172.6699981689453,167.83999633789062,168.8000030517578,108.0118408203125,48732000
2017-02-10,169.0500030517578,170.4499969482422,165.39999389648438,165.5,105.90023040771484,59337102
2017-02-13,166.0500030517578,167.0500030517578,163.5,164.6999969482422,105.3883285522461,53028392
2017-02-14,164.99000549316406,165.13999938964844,162.00999450683594,162.6999969482422,104.10855865478516,54466800
2017-02-15,162.27000427246094,165.57000732421875,160.0,163.5,104.6204605102539,68809530
2017-02-16,164.39999389648438,166.5,162.2100067138672,166.49000549316406,106.53372192382812,44328983
2017-02-17,166.47999572753906,167.1199951171875,164.4199981689453,165.49000549316406,105.8938217163086,32616910
2017-02-20,166.39999389648438,166.69000244140625,163.92999267578125,165.44000244140625,105.8618392944336,26986371
2017-02-21,165.11000061035156,168.3800048828125,164.8000030517578,167.0,106.86004638671875,39649889
2017-02-22,167.5,168.3000030517578,164.35000610351562,165.89999389648438,106.15617370605469,40663164
2017-02-24,166.52999877929688,168.02000427246094,165.02999877929688,165.50999450683594,105.9066162109375,29704825
2017-02-27,166.00999450683594,166.33999633789062,160.6199951171875,160.9499969482422,102.98876953125,41947389
2017-02-28,161.0500030517578,161.19000244140625,155.6999969482422,156.0,99.82136535644531,67919290
2017-03-01,155.64999389648438,160.9199981689453,155.64999389648438,160.0,102.3808822631836,62259015
2017-03-02,161.38999938964844,164.3000030517578,160.3300018310547,163.39999389648438,104.55646514892578,65453580
2017-03-03,162.9499969482422,164.88999938964844,161.61000061035156,164.39999389648438,105.19636535644531,38243210
2017-03-06,164.5,165.99000549316406,162.0,162.0,103.66063690185547,36845090
2017-03-07,162.41000366210938,162.41000366210938,158.89999389648438,160.97999572753906,103.00798034667969,44867012
2017-03-09,159.22000122070312,160.83999633789062,155.22999572753906,156.1999969482422,99.9493408203125,63698320
