Date,Open,High,Low,Close,Adj Close,Volume
2017-01-03,153.97999572753906,157.9499969482422,151.3300018310547,151.67999267578125,128.70863342285156,3548205
2017-01-04,152.8699951171875,153.27000427246094,148.00999450683594,148.39999389648438,125.92538452148438,4469830
2017-01-05,149.02000427246094,150.0399932861328,148.00999450683594,148.00999450683594,125.59444427490234,3250700
2017-01-06,148.2100067138672,148.69000244140625,146.16000366210938,146.30999755859375,124.15190887451172,2184900
2017-01-09,147.02000427246094,149.6999969482422,143.02999877929688,143.1300048828125,121.45350646972656,4593901
2017-01-10,143.2100067138672,148.63999938964844,140.0,148.07000732421875,125.64535522460938,4136101
2017-01-11,148.07000732421875,150.47999572753906,145.22999572753906,147.02999877929688,124.76286315917969,5031902
2017-01-12,147.5,157.91000366210938,145.7100067138672,157.91000366210938,133.99513244628906,8190601
2017-01-13,157.22999572753906,161.60000610351562,154.77999877929688,156.89999389648438,133.13809204101562,8317802
2017-01-16,157.3000030517578,160.4499969482422,155.22000122070312,159.00999450683594,134.9285430908203,3097101
2017-01-17,159.77000427246094,160.0,156.55999755859375,158.6300048828125,134.60609436035156,3329
2017-01-18,159.3000030517578,164.9499969482422,158.2899932861328,163.5399932861328,138.77247619628906,6540606
2017-01-19,163.0,164.3300018310547,158.72000122070312,160.85000610351562,136.48988342285156,4848201
2017-01-20,160.0,162.8300018310547,158.02000427246094,160.5,136.19288635253906,3319700
2017-01-23,160.5,161.36000061035156,158.7100067138672,160.1999969482422,135.93832397460938,1791900
2017-01-24,159.02000427246094,161.64999389648438,159.02000427246094,161.39999389648438,136.95657348632812,2681901
2017-01-25,161.3000030517578,166.92999267578125,160.9600067138672,166.7100067138672,141.46240234375,5197605
2017-01-26,166.61000061035156,169.1300048828125,165.08999633789062,165.5,140.43565368652344,3444005
2017-01-27,165.5,168.5,165.0500030517578,168.5,142.9813232421875,3310703
2017-01-30,168.5,172.0,167.30999755859375,170.89999389648438,145.01783752441406,3782400
2017-01-31,171.3000030517578,174.1699981689453,171.0,174.1699981689453,147.79261779785156,2981702
2017-02-01,174.14999389648438,175.39999389648438,171.5500030517578,175.0,148.49693298339844,2754001
2017-02-02,175.25,178.10000610351562,174.4499969482422,176.89999389648438,150.10916137695312,3607010
2017-02-03,177.10000610351562,179.5,173.14999389648438,178.5,151.46685791015625,5301604
2017-02-06,178.5500030517578,179.8000030517578,175.60000610351562,179.0,151.89112854003906,3018105
2017-02-07,177.1999969482422,177.60000610351562,170.25,173.5,147.22409057617188,6429910
2017-02-08,172.35000610351562,173.85000610351562,170.75,172.0,145.9512481689453,3395100
2017-02-09,172.85000610351562,178.5,172.0,178.5,151.46685791015625,3824323
2017-02-10,178.14999389648438,179.89999389648438,176.64999389648438,179.5,152.31539916992188,2857901
2017-02-13,178.5,180.0,176.25,177.39999389648438,150.53343200683594,1809820
2017-02-14,177.4499969482422,179.5,173.75,175.1999969482422,148.66664123535156,2543901
2017-02-15,173.14999389648438,174.9499969482422,171.10000610351562,172.85000610351562,146.6725311279297,3881501
2017-02-16,172.0500030517578,173.75,171.0,171.1999969482422,145.2724151611328,2379001
2017-02-17,172.4499969482422,175.0,171.35000610351562,173.10000610351562,146.88467407226562,3088200
2017-02-20,173.1999969482422,174.25,171.0,171.25,145.31483459472656,1212000
2017-02-21,171.0,172.60000610351562,167.0500030517578,170.89999389648438,145.01783752441406,2088211
2017-02-22,171.5500030517578,171.60000610351562,168.0,168.25,142.76918029785156,2090300
2017-02-24,169.0,169.1999969482422,165.25,167.0,141.70849609375,1883715
2017-02-27,167.0,168.25,163.0,165.0500030517578,140.05381774902344,2714002
2017-02-28,165.39999389648438,167.0,160.5,165.1999969482422,140.18109130859375,4110010
2017-03-01,166.39999389648438,177.39999389648438,165.4499969482422,177.35000610351562,150.4910125732422,5307301
2017-03-02,177.1999969482422,181.89999389648438,172.0500030517578,174.0,147.64834594726562,11575805
2017-03-03,173.89999389648438,174.0,168.85000610351562,168.85000610351562,143.27830505371094,6197310
2017-03-06,169.0500030517578,172.0,166.8000030517578,167.10000610351562,141.79335021972656,2132402
2017-03-07,167.3000030517578,167.8000030517578,159.3000030517578,161.14999389648438,136.74444580078125,4787203
2017-03-09,162.0,162.64999389648438,151.0500030517578,152.64999389648438,129.53172302246094,7158504
2017-03-10,153.5,155.64999389648438,148.39999389648438,149.1999969482422,126.6042251586914,5046700
2017-03-13,149.4499969482422,157.60000610351562,146.35000610351562,157.39999389648438,133.56234741210938,4927533
2017-03-14,157.60000610351562,159.3000030517578,153.3000030517578,154.60000610351562,131.18641662597656,3645200
2017-03-15,155.9499969482422,156.75,152.6999969482422,153.10000610351562,129.91360473632812,3288603
2017-03-16,154.1999969482422,159.9499969482422,154.1999969482422,159.39999389648438,135.2594757080078,5628112
2017-03-17,158.3000030517578,162.25,158.0,161.5500030517578,137.08387756347656,4112500
2017-03-20,161.35000610351562,161.9499969482422,157.5500030517578,159.3000030517578,135.17462158203125,1924500
2017-03-21,159.9499969482422,161.5500030517578,158.5500030517578,159.0,134.9200439453125,1842601
2017-03-22,158.10000610351562,165.25,157.0,164.25,139.3749542236328,4081201
2017-03-23,165.0,167.3000030517578,162.14999389648438,165.4499969482422,140.3932342529297,3059401
2017-03-24,167.0,169.39999389648438,164.6999969482422,167.60000610351562,142.21762084960938,1630801
2017-03-27,167.0,167.0,163.4499969482422,165.0,140.01138305664062,2364600
2017-03-28,165.0,167.1999969482422,164.6999969482422,165.64999389648438,140.56292724609375,1273401
2017-03-29,166.89999389648438,168.8000030517578,166.25,166.25,141.0720672607422,1201100
2017-03-30,167.5,169.39999389648438,166.5,168.8000030517578,143.23587036132812,1578213
2017-03-31,169.25,171.0,167.60000610351562,168.0,142.55703735351562,3229450
2017-04-03,168.5,170.60000610351562,167.14999389648438,168.3000030517578,142.81161499023438,2557901
2017-04-04,168.85000610351562,169.9499969482422,168.1999969482422,168.6999969482422,143.15103149414062,1669004
2017-04-05,169.1999969482422,174.9499969482422,169.1999969482422,174.9499969482422,148.45448303222656,2959201
2017-04-06,174.5500030517578,177.8000030517578,174.14999389648438,177.5,150.61830139160156,2826105
2017-04-07,176.0500030517578,176.3000030517578,170.39999389648438,171.89999389648438,145.86639404296875,3857801
2017-04-10,170.10000610351562,171.0,163.0500030517578,163.5500030517578,138.78099060058594,4863401
