Date,Open,High,Low,Close,Adj Close,Volume
2017-01-02,8.818125607909352,8.860369608869547,8.818370559062867,8.818125607909352,8.818125607909352,
2017-01-03,8.817439550553496,8.796663592294234,8.699697443898406,8.817439550553496,8.817439550553496,
2017-01-04,8.753430536433076,8.785189870261053,8.720577466492362,8.75355647853301,8.75355647853301,
2017-01-05,8.705368817280759,8.711945141550649,8.622141244583583,8.716842065616392,8.716842065616392,
2017-01-06,8.623867485790939,8.623435174725998,8.596237813828534,8.623992858968998,8.623992858968998,
2017-01-09,8.610644919209067,8.655860144626631,8.607073256022236,8.610769564506192,8.610769564506192,
2017-01-10,8.664422861842398,8.668387305037893,8.64847647494579,8.664422861842398,8.664422861842398,
2017-01-11,8.689369923344076,8.740012765610805,8.682615834208725,8.689244804340506,8.689244804340506,
2017-01-12,8.618402129071963,8.618029468569643,8.579962422868293,8.618402129071963,8.618402129071963,
2017-01-13,8.619776975284262,8.65960869361202,8.614962827224913,8.619776975284262,8.619776975284262,
2017-01-16,8.644421684703431,8.681861850374942,8.6188014408868,8.644547158136755,8.644547158136755,
2017-01-17,8.664058067984401,8.66192406559829,8.612127572204225,8.675374152145311,8.675374152145311,
2017-01-18,8.656764563602094,8.645553654645582,8.639100243017864,8.668147165906596,8.668147165906596,
2017-01-19,8.704767848706357,8.759817515256417,8.622363912287849,8.704767848706357,8.704767848706357,
2017-01-20,8.683501795435369,8.71069029391197,8.664010448921957,8.695145223264493,8.695145223264493,
2017-01-23,8.695876660807025,8.695876660807025,8.658278767416173,8.697520051537666,8.697520051537666,
2017-01-24,8.683802698663067,8.676080315198746,8.623403352041665,8.695222459448635,8.695222459448635,
2017-01-25,8.623224810271905,8.631410031950542,8.581367201202392,8.63480817973802,8.63480817973802,
2017-01-26,8.65469453835558,8.801906739002144,8.62442304217153,8.666026406966528,8.666026406966528,
2017-01-27,8.76355007434983,8.789283367596465,8.656901379314313,8.763564493710593,8.763564493710593,
2017-01-30,8.68505539383404,8.747312196702877,8.672663947031,8.684803290294212,8.684803290294212,
2017-01-31,8.679102256887344,8.741574618298218,8.67973324231183,8.679102256887344,8.679102256887344,
2017-02-01,8.743920060885868,8.759330743823183,8.730821227710216,8.745184472772477,8.745184472772477,
2017-02-02,8.732310931699619,8.729241359291283,8.645874652764036,8.733072848901958,8.733072848901958,
2017-02-03,8.63048356160035,8.649002010089355,8.559002424933736,8.62880792237202,8.62880792237202,
2017-02-06,8.574930250141707,8.591426226126408,8.56663097969479,8.577471293462247,8.577471293462247,
2017-02-07,8.582232022358243,8.636248640949697,8.569554661859504,8.581517369861857,8.581517369861857,
2017-02-08,8.62407579860821,8.64272969852054,8.608631904890212,8.634265381608596,8.634265381608596,
2017-02-09,8.601493137850722,8.609211044099776,8.557968545563533,8.610127320552595,8.610127320552595,
2017-02-10,8.57787616062705,8.565598765533409,8.507720386292984,8.584165862635407,8.584165862635407,
2017-02-13,8.444378359223217,8.46491983510326,8.404044866677776,8.443888991929756,8.443888991929756,
2017-02-14,8.421024757309517,8.438891767286748,8.335227827983315,8.420030363149674,8.420030363149674,
2017-02-15,8.306755717191761,8.416122671353495,8.245503982105305,8.306591273229824,8.306591273229824,
2017-02-16,8.343653133665503,8.381617303225093,8.296862192002042,8.346995042168263,8.346995042168263,
2017-02-17,8.377997709723685,8.483089181720995,8.368406339094044,8.400680150169675,8.400680150169675,
2017-02-20,8.505731963305754,8.475829747155863,8.428721394605025,8.506352554295983,8.506352554295983,
